Tipo Auxiliar,Horas,Valor Hora,GENERO,FACULTAD,SEDE,SEMESTRAL,Total
Auxiliares Sistemas,192,6900,Hombre,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Hombre,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Sistemas,84,6900,Mujer,Ciencias de la Salud,Armenia,12,579600
Auxiliares Sistemas,84,6900,Mujer,Ciencias de la Salud,Armenia,10,579600
Auxiliares Sistemas,84,6900,Mujer,Ciencias de la Salud,Armenia,12,579600
Auxiliares Administrativos,50,6900,Hombre,Ciencias de la Salud,Armenia,9,345000
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,9,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,9,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,8,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,8,1324800
Auxiliares Extensión,130,6900,Hombre,Ciencias de la Salud,Armenia,9,897000
Auxiliares Sistemas,84,6900,Mujer,Ciencias de la Salud,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Docencia,50,6900,Mujer,Ciencias de la Salud,Armenia,8,345000
Auxiliares Administrativos,53,6900,Mujer,Ciencias de la Salud,Armenia,8,365700
Auxiliares Administrativos,54,6900,Mujer,Ciencias de la Salud,Armenia,8,372600
Auxiliares Sistemas,200,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,3,1380000
Auxiliares Sistemas,192,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,6,1324800
Auxiliares Docencia,79,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,545100
Auxiliares Docencia,160,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,1104000
Auxiliares Investigación,300,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,2070000
Auxiliares Docencia,41,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,282900
Auxiliares Sistemas,84,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,579600
Auxiliares Docencia,55,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,9,379500
Auxiliares Docencia,170,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,9,1173000
Auxiliares Docencia,53,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,365700
Auxiliares Extensión,60,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,9,414000
Auxiliares Investigación,300,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,2070000
Auxiliares Docencia,66,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,455400
Auxiliares Docencia,125,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,862500
Auxiliares Docencia,185,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,1276500
Auxiliares Investigación,300,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,2070000
Auxiliares Administrativos,190,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,1311000
Auxiliares Docencia,55,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,379500
Auxiliares Docencia,140,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,966000
Auxiliares Docencia,156,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,1076400
Auxiliares Docencia,121,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,834900
Auxiliares Docencia,140,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,966000
Auxiliares Extensión,146,976500,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,142569000
Auxiliares Docencia,59,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,3,407100
Auxiliares Investigación,101,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,3,696900
Auxiliares Docencia,89,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,614100
Auxiliares Docencia,130,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,897000
Auxiliares Docencia,140,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,966000
Auxiliares Docencia,120,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,828000
Auxiliares Docencia,159,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,1097100
Auxiliares Extensión,146,976500,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,142569000
Auxiliares Docencia,99,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,683100
Auxiliares Docencia,140,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,966000
Auxiliares Docencia,174,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,1200600
Auxiliares Docencia,66,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,455400
Auxiliares Docencia,120,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,828000
Auxiliares Docencia,126,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,869400
Auxiliares Extensión,26,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,9,179400
Auxiliares Sistemas,192,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,1324800
Auxiliares Docencia,78,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,538200
Auxiliares Docencia,120,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,828000
Auxiliares Docencia,158,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,1090200
Auxiliares Docencia,115,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,793500
Auxiliares Docencia,120,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,828000
Auxiliares Investigación,174,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,1200600
Auxiliares Docencia,63,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,7,434700
Auxiliares Extensión,64,6510,Mujer,Ciencias Basicas y Tecnologias,Armenia,7,416640
Auxiliares Docencia,115,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,793500
Auxiliares Docencia,120,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,828000
Auxiliares Sistemas,84,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,579600
Auxiliares Sistemas,192,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,1324800
Auxiliares Sistemas,200,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,1380000
Auxiliares Docencia,170,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,8,1173000
Auxiliares Docencia,190,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,8,1311000
Auxiliares Docencia,115,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,793500
Auxiliares Sistemas,192,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,8,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,8,1324800
Auxiliares Investigación,150,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,1035000
Auxiliares Docencia,120,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,828000
Auxiliares Docencia,133,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,917700
Auxiliares Docencia,56,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,7,386400
Auxiliares Docencia,126,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,7,869400
Auxiliares Sistemas,192,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,7,1324800
Auxiliares Sistemas,192,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,9,1324800
Auxiliares Sistemas,192,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,9,1324800
Auxiliares Sistemas,200,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,1,1380000
Auxiliares Sistemas,192,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,7,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,7,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,1324800
Auxiliares Docencia,60,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,6,414000
Auxiliares Docencia,63,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,6,434700
Auxiliares Docencia,45,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,310500
Auxiliares Docencia,140,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,966000
Auxiliares Docencia,156,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,1076400
Auxiliares Investigación,110,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,7,759000
Auxiliares Investigación,121,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,834900
Auxiliares Sistemas,84,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,7,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,7,1324800
Auxiliares Sistemas,192,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,7,1324800
Auxiliares Investigación,100,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,690000
Auxiliares Investigación,127,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,876300
Auxiliares Docencia,83,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,572700
Auxiliares Docencia,75,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,517500
Auxiliares Docencia,120,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,5,828000
Auxiliares Docencia,131,903000,Hombre,Ciencias Basicas y Tecnologias,Armenia,5,118293000
Auxiliares Extensión,130,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,897000
Auxiliares Investigación,242,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,1669800
Auxiliares Sistemas,84,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,579600
Auxiliares Docencia,120,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,9,828000
Auxiliares Docencia,150,6900,Mujer,Ciencias de la Salud,Armenia,10,1035000
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Docencia,57,6900,Mujer,Ciencias de la Salud,Armenia,6,393300
Auxiliares Extensión,65,6900,Mujer,Ciencias de la Salud,Armenia,6,448500
Auxiliares Administrativos,91,6900,Hombre,Ciencias de la Salud,Armenia,9,627900
Auxiliares Investigación,100,6900,Mujer,Ciencias de la Salud,Armenia,10,690000
Auxiliares Docencia,62,6900,Mujer,Ciencias de la Salud,Armenia,3,427800
Auxiliares Extensión,56,6900,Mujer,Ciencias de la Salud,Armenia,9,386400
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,6,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,6,1324800
Auxiliares Extensión,196,6900,Mujer,Ciencias de la Salud,Armenia,9,1352400
Auxiliares Administrativos,92,6900,Mujer,Ciencias de la Salud,Armenia,7,634800
Auxiliares Sistemas,84,6900,Mujer,Ciencias de la Salud,Armenia,4,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,4,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,4,1324800
Auxiliares Extensión,65,6900,Mujer,Ciencias de la Salud,Armenia,8,448500
Auxiliares Docencia,183,1266150,Hombre,Ciencias Agroindustriales,Armenia,5,231705450
Auxiliares Docencia,200,6900,Hombre,Ciencias Agroindustriales,Armenia,4,1380000
Auxiliares Docencia,183,1266150,Mujer,Ciencias Agroindustriales,Armenia,6,231705450
Auxiliares Docencia,200,6900,Mujer,Ciencias Agroindustriales,Armenia,1,1380000
Auxiliares Docencia,183,1266150,Mujer,Ciencias Agroindustriales,Armenia,5,231705450
Auxiliares Docencia,200,6900,Mujer,Ciencias Agroindustriales,Armenia,5,1380000
Auxiliares Docencia,180,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,1242000
Auxiliares Docencia,60,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,414000
Auxiliares Docencia,60,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,414000
Auxiliares Docencia,182,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,1255800
Auxiliares Docencia,82,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,4,565800
Auxiliares Docencia,83,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,4,572700
Auxiliares Docencia,182,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,1255800
Auxiliares Docencia,126,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,869400
Auxiliares Extensión,80,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,1,552000
Auxiliares Docencia,44,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,303600
Auxiliares Docencia,90,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,621000
Auxiliares Docencia,90,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,621000
Auxiliares Docencia,48,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,331200
Auxiliares Docencia,90,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,621000
Auxiliares Docencia,90,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,621000
Auxiliares Docencia,48,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,331200
Auxiliares Docencia,90,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,621000
Auxiliares Docencia,90,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,621000
Auxiliares Docencia,154,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,1062600
Auxiliares Docencia,140,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,966000
Auxiliares Extensión,80,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,552000
Auxiliares Extensión,37,6900,Hombre,Ingenieria,Buga,2,255300
Auxiliares Docencia,20,6900,Hombre,Ingenieria,Armenia,4,138000
Auxiliares Docencia,45,6900,Hombre,Ingenieria,Armenia,4,310500
Auxiliares Administrativos,120,6900,Mujer,Ingenieria,Armenia,5,828000
Auxiliares Sistemas,91,6900,Hombre,Ingenieria,Armenia,1,627900
Auxiliares Extensión,65,6900,Mujer,Ingenieria,Armenia,3,448500
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,5,1324800
Auxiliares Sistemas,192,6900,Mujer,Ingenieria,Armenia,5,1324800
Auxiliares Docencia,65,6900,Mujer,Ingenieria,Armenia,6,448500
Auxiliares Docencia,80,6900,Mujer,Ingenieria,Armenia,6,552000
Auxiliares Administrativos,70,6900,Mujer,Ingenieria,Armenia,6,483000
Auxiliares Docencia,30,6900,Mujer,Ingenieria,Armenia,4,207000
Auxiliares Extensión,83,6900,Hombre,Ingenieria,Armenia,4,572700
Auxiliares Docencia,32,6900,Hombre,Ingenieria,Armenia,6,220800
Auxiliares Docencia,191,6900,Hombre,Ingenieria,Armenia,6,1317900
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,1324800
Auxiliares Investigación,128,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,883200
Auxiliares Investigación,50,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,345000
Auxiliares Administrativos,90,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,5,621000
Auxiliares Administrativos,145,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,5,1000500
Auxiliares Sistemas,84,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,6,579600
Auxiliares Administrativos,80,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,4,552000
Auxiliares Administrativos,90,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,4,621000
Auxiliares Extensión,97,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,669300
Auxiliares Administrativos,80,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,5,552000
Auxiliares Extensión,49,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,338100
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,1324800
Auxiliares Administrativos,80,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,552000
Auxiliares Extensión,300,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,5,2070000
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,7,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,7,1324800
Auxiliares Extensión,48,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,331200
Auxiliares Extensión,300,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,5,2070000
Auxiliares Administrativos,95,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,655500
Auxiliares Administrativos,100,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,690000
Auxiliares Administrativos,120,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,828000
Auxiliares Administrativos,80,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,5,552000
Auxiliares Extensión,58,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,7,400200
Auxiliares Extensión,49,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,1,338100
Auxiliares Investigación,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,1324800
Auxiliares Administrativos,60,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,414000
Auxiliares Administrativos,85,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,586500
Auxiliares Administrativos,90,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,621000
Auxiliares Extensión,58,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,7,400200
Auxiliares Extensión,49,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,338100
Auxiliares Administrativos,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,5,724500
Auxiliares Investigación,128,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,5,883200
Auxiliares Administrativos,80,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,5,552000
Auxiliares Administrativos,120,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,828000
Auxiliares Extensión,49,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,338100
Auxiliares Administrativos,134,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,8,924600
Auxiliares Administrativos,195,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,8,1345500
Auxiliares Extensión,49,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,7,338100
Auxiliares Extensión,58,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,7,400200
Auxiliares Administrativos,80,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,5,552000
Auxiliares Administrativos,80,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,5,552000
Auxiliares Administrativos,80,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,552000
Auxiliares Administrativos,80,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,552000
Auxiliares Administrativos,20,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,9,138000
Auxiliares Administrativos,60,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,9,414000
Auxiliares Administrativos,95,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,5,655500
Auxiliares Administrativos,100,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,5,690000
Auxiliares Administrativos,120,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,5,828000
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,579600
Auxiliares Sistemas,192,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,10,1324800
Auxiliares Sistemas,200,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,10,1380000
